"_5_digit_ntd_id","agency","max_reporter_type","max_organization_type","max_city","max_state","report_year","max_agency_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles"
"41084","Alabama Tombigbee Regional Planning Commission","Rural Reporter","MPO, COG or Other Planning Agency","Camden","AL","2023","14",,,"0",,,,"0","180770","0","0","0","13319","0",,,"0","0","0",,"0","0",,"55053",,"27553","0","0"
"41085","Haralson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Buchanan","GA","2023","5",,,"0",,,,"0","67983","0","0","0","4318","0",,,"0","0","0",,"0","0",,"4779",,"0","0","0"
"41086","Catoosa County, dba: Trans-Aid","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Ringgold","GA","2023","8","15832","Chattanooga, TN--GA","291.7","398569","162","70000","0","150150","0","0","0","11559","0",,,"0","0","0",,"0","0",,"19304",,"3884","0","0"
"41088","Forsyth County Board of Commissioners, dba: Access Forsyth","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Cumming","GA","2023","12","03817","Atlanta, GA","2553.04","5100112","247","251283","0","279288","0","0","0","16364","0",,,"0","0","0",,"0","0",,"35562",,"0","0","0"
"41089","City of Eufaula, dba: Eufaula Barbour Transit Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Eufaula","AL","2023","4",,,"0",,,,"0","15111","0","0","0","1015","0",,,"0","0","0",,"0","0",,"5826",,"0","0","0"
"41090","Louisville WHEELS Transportation, Inc","Reduced Reporter","Private-Non-Profit Corporation","Louisville","KY","2023","29","51755","Louisville/Jefferson County, KY--IN","400.86","974397","773","628594","0","621878","0","0","0","33820","0",,,"0","0","0",,"0","0",,"35181",,"28616","0","0"
"41091","Calhoun County Senior Citizens Association, Inc.","Rural Reporter","Private-Non-Profit Corporation","Blountstown","FL","2023","14",,,"0",,"365","1268782","0","201601","0","0","0","11777","0",,,"0","0","0",,"0","0",,"11416",,"11416","0","0"
"41092","Lowcountry Regional Transportation Authority, dba: Palmetto Breeze","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Bluffton","SC","2023","29","08601","Bluffton East--Hilton Head Island, SC","63.24","71824","3256","294590","0","783701","0","0","0","38469","0",,,"0","0","0",,"0","0",,"232738",,"0","0","0"
"41094","Northeast KY Area Development Council","Rural Reporter","Private-Non-Profit Corporation","Olive Hill","KY","2023","28",,,"0",,,,"0","705576","0","0","0","54919","0",,,"0","0","0",,"0","0",,"57783",,"13999","0","0"
"41095","Florida Department of Transportation","Rural Reporter","State Government Unit or Department of Transportation","Tallahassee","FL","2023","40",,,"0",,,,"0","1073009","0","0","0","21190","0",,,"0","0","0",,"0","0",,"79955",,,"0","0"
"41096","Claiborne County Human Resource Agency","Rural Reporter","Private-Non-Profit Corporation","Port Gibson","MS","2023","25",,,"0",,,,"0","638953","0","0","0","21263","0",,,"0","0","0",,"0","0",,"57222",,"12464","0","0"
"41098","Harlan County Community Action Agency, Inc.","Rural Reporter","Private-Non-Profit Corporation","Harlan","KY","2023","53",,,"0",,,,"0","777730","0","0","0","54198","0",,,"0","0","0",,"0","0",,"34098",,"18208","0","0"
"41099","Telfair County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Mcrae Helena","GA","2023","2",,,"0",,,,"0","8096","0","0","0","2633","0",,,"0","0","0",,"0","0",,"1024",,"0","0","0"
"41102","City of Gatlinburg","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Gatlinburg","TN","2023","5",,,"0",,,,"0","211074","0","0","0","19849","0",,,"0","0","0",,"0","0",,"667302",,,"0","0"
"41103","Wheeler County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Alamo","GA","2023","2",,,"0",,,,"0","47056","0","0","0","2090","0",,,"0","0","0",,"0","0",,"2652",,"0","0","0"
"41104","Talbot County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Talbotton","GA","2023","4",,,"0",,,,"0","97963","0","0","0","5529","0",,,"0","0","0",,"0","0",,"4422",,"3744","0","0"
"41105","Audubon Area Community Services, Inc., dba: GRITS Transportation","Full Reporter","Private-Non-Profit Corporation","Owensboro","KY","2023","50","66484","Owensboro, KY","36.4","76433","2693","216306","1836047","1492605","343442","0","131490","108158","23332","200",,"0","0","0",,"0","0",,"132537","6100","0","2512446","0"
"41106","Northwest Tennessee Human Resource Agency","Rural Reporter","Independent Public Agency or Authority of Transit Service","Martin","TN","2023","38",,,"0",,,,"0","1687686","0","0","0","74110","0",,,"0","0","0",,"0","0",,"113191",,"56472","0","0"
"41107","Chilton County Commission, dba: Chilton County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Clanton","AL","2023","8",,,"0",,,,"0","135715","0","0","0","8334","0",,,"0","0","0",,"0","0",,"11473",,"106","0","0"
"41108","Lower Chattahoochee Regional Transit Authority, dba: Pataula Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","Morris","GA","2023","14",,,"0",,,,"0","562308","0","0","0","23561","0",,,"0","0","0",,"0","0",,"25217",,"15129","0","0"
"41111","Albemarle Regional Health Services, dba: Inter-County Public Transportation Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Elizabeth City","NC","2023","14",,,"0",,,,"0","645381","0","0","0","31715","0",,,"0","0","0",,"0","0",,"71679",,"24987","0","0"
"41112","Coastal Regional Commission, dba: Coastal Regional Coaches","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Darien","GA","2023","59",,,"0",,,,"0","1025028","0","0","0","62962","0",,,"0","0","0",,"0","0",,"94307",,"76956","0","0"
"41113","Anson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Wadesboro","NC","2023","10",,,"0",,,,"0","308913","0","0","0","16743","0",,,"0","0","0",,"0","0",,"23363",,"9237","0","0"
"41114","Nassau Council on Aging, dba: NassauTRANSIT","Reduced Reporter","Private-Non-Profit Corporation","Fernandina Beach","FL","2023","19","29608","Fernandina Beach--Yulee, FL","50.55","50805","726","97899","0","417236","0","0","0","29685","0",,,"0","0","0",,"0","0",,"47621",,"0","0","0"
"41115","Transylvania County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Brevard","NC","2023","6",,,"0",,,,"0","148906","0","0","0","8181","0",,,"0","0","0",,"0","0",,"22442",,"2648","0","0"
"41118","Birmingham Regional Paratransit Consortium","Rural Reporter","Private-Non-Profit Corporation","Birmingham","AL","2023","5",,,"0",,,,"0","164429","0","0","0","8390","0",,,"0","0","0",,"0","0",,"17845",,"2121","0","0"
"41119","Harnett County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lillington","NC","2023","16",,,"0",,,,"0","527307","0","0","0","27892","0",,,"0","0","0",,"0","0",,"34244",,"21772","0","0"
"41120","City of Frankfort, dba: Frankfort Public Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Frankfort","KY","2023","24",,,"0",,,,"0","358628","0","0","0","25379","0",,,"0","0","0",,"0","0",,"113942",,"0","0","0"
"41121","City of Natchez","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Natchez","MS","2023","20",,,"0",,,,"0","354132","0","0","0","18468","0",,,"0","0","0",,"0","0",,"35297",,"3342","0","0"
"41123","Lawrence County Aging-Rural Transit System , dba: Lawrence County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Moulton","AL","2023","10",,,"0",,,,"0","58574","0","0","0","1756","0",,,"0","0","0",,"0","0",,"1889",,"293","0","0"
"41124","Richmond Interagency Transportation Inc., dba: Area of Richmond Transit","Rural Reporter","Private-Non-Profit Corporation","Hamlet","NC","2023","10",,,"0",,,,"0","445317","0","0","0","22505","0",,,"0","0","0",,"0","0",,"28789",,"15932","0","0"
"41125","Covington County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Andalusia","AL","2023","5",,,"0",,,,"0","85784","0","0","0","3089","0",,,"0","0","0",,"0","0",,"12115",,"408","0","0"
"41127","AppalCart","Rural Reporter","Independent Public Agency or Authority of Transit Service","Boone","NC","2023","38",,,"0",,,,"0","904380","0","0","0","74411","0",,,"0","0","0",,"0","0",,"1429555",,"19218","0","0"
"41129","Pike Area Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Troy","AL","2023","7",,,"0",,,,"0","228707","0","0","0","10787","0",,,"0","0","0",,"0","0",,"25121",,"0","0","0"
"41130","Avery County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Newland","NC","2023","12",,,"0",,,,"0","360885","0","0","0","20743","0",,,"0","0","0",,"0","0",,"23345",,"8424","0","0"
"41131","Choanoke Public Transportation Authority","Rural Reporter","Private-Non-Profit Corporation","Rich Square","NC","2023","8",,,"0",,,,"0","390402","0","0","0","17959","0",,,"0","0","0",,"0","0",,"33278",,"16332","0","0"
"41133","Coweta County, dba: Coweta Connect","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Newnan","GA","2023","6","03817","Atlanta, GA","2553.04","5100112","441","146158","0","248473","0","0","0","13423","0",,,"0","0","0",,"0","0",,"36493",,"22254","0","0"
"41134","Yadkin Valley Economic Development District, Inc.","Rural Reporter","Private-Non-Profit Corporation","Boonville","NC","2023","37",,,"0",,,,"0","1124037","0","0","0","70394","0",,,"0","0","0",,"0","0",,"81775",,"37392","0","0"
"41136","City of Pigeon Forge","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Pigeon Forge","TN","2023","16",,,"0",,,,"0","422199","0","0","0","37043","0",,,"0","0","0",,"0","0",,"2112478",,"0","0","0"
"41137","Alleghany County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sparta","NC","2023","5",,,"0",,,,"0","206846","0","0","0","8423","0",,,"0","0","0",,"0","0",,"11526",,"4148","0","0"
"41138","Whitfield County","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Dalton","GA","2023","10","22069","Dalton, GA","57.49","67830","285","137133","0","134402","0","0","0","6269","0",,,"0","0","0",,"0","0",,"27212",,"11785","0","0"
"41139","Columbia County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Evans","GA","2023","11",,,"0",,,,"0","213078","0","0","0","14917","0",,,"0","0","0",,"0","0",,"19561",,"12277","0","0"
"41140","Clay County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Fort Gaines","GA","2023","4",,,"0",,,,"0","145253","0","0","0","6424","0",,,"0","0","0",,"0","0",,"6900",,"4112","0","0"
"41142","Wayne County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jesup","GA","2023","11",,,"0",,,,"0","237641","0","0","0","15232","0",,,"0","0","0",,"0","0",,"35786",,"23803","0","0"
"41143","Yancey County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Burnsville","NC","2023","5",,,"0",,,,"0","153087","0","0","0","8825","0",,,"0","0","0",,"0","0",,"15711",,"4731","0","0"
"41144","Hart County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hartwell","GA","2023","2",,,"0",,,,"0","53032","0","0","0","3928","0",,,"0","0","0",,"0","0",,"7309",,"4122","0","0"
"41145","Union County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Blairsville","GA","2023","2",,,"0",,,,"0","25384","0","0","0","2551","0",,,"0","0","0",,"0","0",,"3249",,"1288","0","0"
"41146","Senior Services Incorporated of Chester County, dba: The Connector","Rural Reporter","Private-Non-Profit Corporation","Chester","SC","2023","15",,,"0",,,,"0","426112","0","0","0","20933","0",,,"0","0","0",,"0","0",,"29556",,"8367","0","0"
"41148","Wakulla Senior Center, Inc., dba: Wakulla Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Crawfordville","FL","2023","10",,,"0",,"55","64655","0","215559","0","0","0","7178","0",,,"0","0","0",,"0","0",,"14605",,"1217","0","0"
"41149","City of Americus","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Americus","GA","2023","5",,,"0",,,,"0","119693","0","0","0","7658","0",,,"0","0","0",,"0","0",,"15496",,"7868","0","0"
"41150","Lee County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sanford","NC","2023","11",,,"0",,,,"0","430953","0","0","0","22814","0",,,"0","0","0",,"0","0",,"58477",,"43529","0","0"
"41151","Southwest  Human Resource Agency","Rural Reporter","Independent Public Agency or Authority of Transit Service","Henderson","TN","2023","33",,,"0",,,,"0","1167925","0","0","0","61188","0",,,"0","0","0",,"0","0",,"84387",,"34916","0","0"
"41153","Big Bend Transit","Rural Reporter","Private-Non-Profit Corporation","Tallahassee","FL","2023","78",,,"0",,,,"0","1752602","0","0","0","77360","0",,,"0","0","0",,"0","0",,"153644",,"101185","0","0"
"41154","Jackson County, dba: Jackson County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jefferson","GA","2023","5",,,"0",,,,"0","106843","0","0","0","4159","0",,,"0","0","0",,"0","0",,"9360",,"3459","0","0"
"41155","Social Circle Area Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Social Circle","GA","2023","2",,,"0",,,,"0","2528","0","0","0","342","0",,,"0","0","0",,"0","0",,"983",,"0","0","0"
"41156","Wilcox County , dba: Wilcox Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Abbeville","GA","2023","2",,,"0",,,,"0","64946","0","0","0","2237","0",,,"0","0","0",,"0","0",,"2475",,"1380","0","0"
"41157","County of Citrus","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Inverness","FL","2023","18","07472","Beverly Hills--Homosassa Springs--Pine Ridge, FL","118.83","96729","49","30858","0","516734","0","0","0","28140","0",,,"0","0","0",,"0","0",,"51408",,"0","0","0"
"41158","Lumpkin County , dba: Lumpkin County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Dahlonega","GA","2023","2",,,"0",,,,"0","16980","0","0","0","1558","0",,,"0","0","0",,"0","0",,"2493",,"0","0","0"
"41160","Clay County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hayesville","NC","2023","8",,,"0",,,,"0","226348","0","0","0","12459","0",,,"0","0","0",,"0","0",,"12279",,"3813","0","0"
"41162","Lenoir County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Kinston","NC","2023","15",,,"0",,,,"0","697225","0","0","0","27051","0",,,"0","0","0",,"0","0",,"66070",,"25197","0","0"
"41165","Central Kentucky Community Action Council","Rural Reporter","Private-Non-Profit Corporation","Lebanon","KY","2023","93",,,"0",,,,"0","1740160","0","0","0","73979","0",,,"0","0","0",,"0","0",,"70662",,"48114","0","0"
"41166","Bladen County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Elizabethtown","NC","2023","4",,,"0",,,,"0","84643","0","0","0","3600","0",,,"0","0","0",,"0","0",,"13745",,"9000","0","0"
"41167","Jackson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sylva","NC","2023","8",,,"0",,,,"0","199566","0","0","0","13437","0",,,"0","0","0",,"0","0",,"21574",,"12681","0","0"
